Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Unnamed:0
16,male,********,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,72,59,74,********
17,female,********,high school,free/reduced,completed,divorced,sometimes,no,,private,5 - 10,76,85,90,********
19,female,********,master's degree,standard,none,,sometimes,yes,1.0,school_bus,5 - 10,82,81,89,********
20,male,********,some college,standard,completed,married,never,yes,3.0,school_bus,5 - 10,66,60,62,********
21,female,********,some high school,standard,none,single,regularly,yes,4.0,,5 - 10,64,60,64,********
22,female,********,some high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,32,40,37,********
23,male,********,some high school,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,28,10,13,********
24,male,********,master's degree,standard,none,single,never,no,4.0,private,5 - 10,70,69,66,********
25,female,********,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,,34,55,50,********
26,female,********,some high school,standard,none,married,sometimes,no,1.0,,< 5,76,77,78,********
27,female,********,some college,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,44,54,56,********
29,male,********,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,> 10,67,61,54,********
30,female,********,,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,73,81,89,********
31,female,********,some high school,free/reduced,none,single,never,no,5.0,,< 5,42,43,47,********
32,female,********,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,83,92,96,********
33,male,********,associate's degree,free/reduced,completed,married,regularly,yes,,private,5 - 10,98,85,80,********
35,female,********,associate's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,56,80,71,********
36,male,********,some high school,standard,none,,never,yes,3.0,school_bus,> 10,50,39,45,********
37,male,********,master's degree,free/reduced,none,married,never,yes,3.0,school_bus,> 10,70,69,64,********
38,male,********,high school,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,95,93,100,********
40,male,********,master's degree,free/reduced,none,single,never,no,3.0,private,5 - 10,70,75,72,********
41,male,********,high school,standard,completed,married,never,no,1.0,school_bus,< 5,54,57,55,********
42,male,********,high school,standard,completed,single,sometimes,yes,,private,> 10,80,71,73,********
45,female,********,some high school,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,56,59,56,********
46,female,********,some college,standard,none,married,sometimes,no,4.0,private,5 - 10,76,85,84,********
47,female,********,some college,standard,none,married,never,no,2.0,,5 - 10,64,58,58,********
49,female,********,high school,standard,completed,married,regularly,no,4.0,private,< 5,62,74,72,********
50,male,********,bachelor's degree,standard,none,single,never,yes,1.0,school_bus,,67,64,60,********
51,female,********,some high school,standard,none,married,regularly,yes,1.0,private,5 - 10,39,54,48,********
52,female,********,bachelor's degree,free/reduced,none,single,never,yes,0.0,school_bus,5 - 10,67,88,85,********
53,male,********,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,56,48,53,********
54,male,********,associate's degree,standard,none,divorced,never,no,,private,5 - 10,67,71,58,********
55,male,********,some college,free/reduced,completed,married,sometimes,yes,3.0,,5 - 10,69,68,68,********
56,male,********,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,81,76,70,********
57,male,********,associate's degree,free/reduced,none,widowed,sometimes,no,1.0,school_bus,5 - 10,62,63,61,********
58,female,********,associate's degree,standard,none,married,never,no,2.0,school_bus,5 - 10,77,91,90,********
59,male,********,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,73,72,62,********
60,female,********,some college,free/reduced,none,married,regularly,no,3.0,private,< 5,59,69,68,********
61,male,********,high school,free/reduced,none,,regularly,no,4.0,,> 10,51,39,42,********
62,male,********,bachelor's degree,standard,none,married,regularly,no,6.0,school_bus,< 5,70,64,67,********
63,female,********,associate's degree,standard,none,single,sometimes,yes,0.0,school_bus,,71,73,69,********
64,male,********,some high school,standard,completed,married,,no,4.0,,< 5,38,44,36,********
65,female,********,some high school,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,31,43,39,********
66,male,********,bachelor's degree,standard,none,,sometimes,yes,7.0,school_bus,5 - 10,91,91,83,********
67,female,********,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,88,95,100,********
68,male,********,some college,free/reduced,none,married,regularly,yes,2.0,,5 - 10,67,57,50,********
69,male,********,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,79,88,85,********
70,male,********,bachelor's degree,standard,completed,widowed,regularly,yes,5.0,school_bus,5 - 10,71,70,70,********
71,female,********,,standard,none,divorced,sometimes,yes,1.0,private,< 5,53,57,53,********
72,female,********,associate's degree,free/reduced,none,single,sometimes,,0.0,,> 10,54,50,56,********
73,male,********,some high school,standard,none,married,never,yes,3.0,school_bus,5 - 10,74,67,63,********
74,female,********,bachelor's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,54,61,62,********
75,male,********,some college,standard,completed,divorced,regularly,yes,1.0,,< 5,85,75,72,********
76,male,********,high school,standard,completed,single,sometimes,yes,,,< 5,60,58,59,********
77,male,********,high school,standard,none,married,sometimes,yes,3.0,private,> 10,60,48,46,********
78,female,********,some high school,free/reduced,none,single,never,no,4.0,private,< 5,53,64,62,********
79,female,********,some college,standard,,married,regularly,yes,1.0,private,5 - 10,53,63,64,********
80,female,********,some college,standard,none,married,regularly,no,3.0,private,5 - 10,77,74,75,********
81,male,********,high school,standard,none,divorced,sometimes,yes,0.0,,5 - 10,73,55,60,********
82,male,********,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,76,67,66,********
83,male,********,some college,free/reduced,none,married,sometimes,no,1.0,private,> 10,76,65,62,********
84,male,********,high school,standard,completed,,sometimes,yes,1.0,school_bus,< 5,76,69,70,********
85,male,********,some college,free/reduced,completed,single,regularly,no,2.0,private,5 - 10,67,63,66,********
86,female,********,some college,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,76,88,84,********
88,female,********,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,51,64,62,********
89,female,********,some high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,86,90,88,********
90,male,********,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,59,56,57,********
91,male,********,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,78,77,74,********
92,male,********,some college,standard,completed,married,sometimes,no,3.0,private,> 10,86,77,79,********
93,female,********,some high school,free/reduced,none,,sometimes,no,3.0,school_bus,< 5,51,59,51,********
94,female,********,high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,72,82,75,********
95,male,********,,standard,none,married,regularly,yes,3.0,private,> 10,42,36,31,********
96,female,********,some high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,67,75,73,********
97,female,********,bachelor's degree,free/reduced,completed,,sometimes,no,5.0,private,5 - 10,59,70,73,********
98,female,********,bachelor's degree,standard,completed,single,never,no,1.0,,< 5,63,70,72,********
99,male,********,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,77,74,73,********
100,female,********,associate's degree,standard,none,married,regularly,yes,4.0,,> 10,48,57,62,********
101,female,********,high school,standard,completed,married,never,yes,3.0,private,5 - 10,72,89,84,********
102,female,********,some college,standard,none,married,sometimes,yes,0.0,private,> 10,55,66,64,********
103,female,********,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,65,79,76,********
104,female,********,high school,free/reduced,completed,single,regularly,no,1.0,private,< 5,79,92,96,********
105,female,********,some high school,free/reduced,none,single,sometimes,yes,1.0,private,,49,62,59,********
106,female,********,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,46,49,60,********
107,male,********,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,< 5,72,84,73,********
108,male,********,bachelor's degree,standard,none,,regularly,yes,7.0,private,5 - 10,100,82,87,********
109,female,********,associate's degree,standard,completed,single,regularly,no,1.0,private,,85,95,95,********
110,male,********,some college,standard,,divorced,regularly,yes,1.0,school_bus,5 - 10,64,51,47,********
111,male,********,high school,standard,,divorced,sometimes,no,1.0,,< 5,76,79,72,********
112,female,********,high school,standard,none,divorced,regularly,yes,3.0,school_bus,> 10,88,88,86,********
113,female,********,associate's degree,standard,none,married,sometimes,yes,0.0,private,< 5,52,60,56,********
114,male,********,,standard,none,married,sometimes,yes,1.0,school_bus,< 5,55,50,43,********
115,female,********,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,72,73,76,********
116,male,********,high school,standard,,married,sometimes,yes,3.0,school_bus,5 - 10,67,62,56,********
117,female,********,associate's degree,free/reduced,none,married,never,yes,,school_bus,5 - 10,58,80,78,********
118,male,********,some high school,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,87,77,76,********
119,female,********,high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,58,85,77,********
120,female,********,some high school,standard,completed,single,sometimes,no,2.0,school_bus,< 5,47,65,67,********
121,female,********,some high school,standard,completed,divorced,regularly,yes,2.0,school_bus,< 5,51,61,66,********
122,female,********,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,86,97,100,********
123,male,********,master's degree,standard,none,widowed,sometimes,yes,2.0,school_bus,5 - 10,82,74,73,********
124,female,********,high school,standard,none,divorced,regularly,yes,1.0,private,5 - 10,58,63,67,********
125,male,********,master's degree,standard,none,single,never,yes,1.0,school_bus,5 - 10,86,83,81,********
126,male,********,associate's degree,free/reduced,none,single,sometimes,yes,4.0,school_bus,5 - 10,65,60,63,********
127,male,********,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,36,40,37,********
128,male,********,high school,free/reduced,,married,regularly,yes,3.0,private,5 - 10,51,47,50,********
129,female,********,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,62,73,63,********
132,female,********,some college,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,85,94,89,********
133,female,********,,standard,none,married,,yes,3.0,,> 10,89,83,94,********
134,female,********,high school,standard,none,divorced,sometimes,no,6.0,school_bus,5 - 10,61,69,68,********
135,male,********,some high school,free/reduced,none,divorced,sometimes,yes,,private,> 10,63,75,67,********
136,female,********,bachelor's degree,free/reduced,none,married,sometimes,,1.0,private,5 - 10,35,49,50,********
137,female,********,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,20,30,32,********
138,male,********,high school,free/reduced,completed,married,never,no,2.0,school_bus,> 10,70,68,67,********
139,male,********,some high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,66,70,65,********
140,female,********,,standard,completed,married,never,yes,2.0,private,,37,51,54,********
141,female,********,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,85,86,89,********
142,male,********,,standard,,single,sometimes,yes,2.0,school_bus,> 10,74,76,73,********
143,male,********,some high school,standard,none,married,sometimes,no,3.0,private,5 - 10,65,55,52,********
144,female,********,associate's degree,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,64,76,76,********
145,male,********,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,> 10,83,84,86,********
146,male,********,bachelor's degree,standard,,married,sometimes,yes,1.0,private,> 10,100,94,97,********
148,male,********,bachelor's degree,standard,,married,regularly,no,1.0,private,< 5,99,96,97,********
149,female,********,some high school,standard,completed,,sometimes,yes,0.0,school_bus,> 10,83,83,86,********
150,male,********,some high school,standard,completed,,sometimes,yes,5.0,school_bus,5 - 10,62,58,57,********
151,male,********,high school,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,49,41,31,********
152,female,********,some college,free/reduced,completed,,,yes,0.0,,< 5,64,84,77,********
153,male,********,master's degree,standard,none,single,never,yes,1.0,,5 - 10,73,67,72,********
154,male,********,some college,standard,none,married,sometimes,,2.0,school_bus,5 - 10,58,60,59,********
155,male,********,some college,free/reduced,,married,never,yes,2.0,school_bus,5 - 10,70,62,59,********
156,male,********,associate's degree,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,72,68,64,********
157,female,********,some high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,35,52,53,********
159,female,********,,standard,none,married,sometimes,no,5.0,school_bus,< 5,60,57,59,********
160,female,********,some college,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,77,92,87,********
161,male,********,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,86,71,70,********
162,female,********,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,76,80,78,********
163,male,********,high school,standard,none,married,regularly,yes,1.0,private,5 - 10,77,72,69,********
164,male,********,some college,free/reduced,none,married,sometimes,yes,3.0,private,> 10,57,56,53,********
165,male,********,some college,free/reduced,none,married,regularly,no,3.0,,< 5,69,83,78,********
166,female,********,some college,standard,completed,married,never,yes,3.0,school_bus,5 - 10,80,95,94,********
167,female,********,some college,standard,none,married,regularly,no,4.0,private,5 - 10,75,90,91,********
168,female,********,bachelor's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,83,99,100,********
170,male,********,high school,standard,none,divorced,regularly,no,3.0,,< 5,62,61,57,********
171,male,********,,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,59,49,46,********
172,male,********,some college,standard,none,married,regularly,no,1.0,school_bus,< 5,96,87,90,********
174,male,********,associate's degree,standard,completed,married,never,no,6.0,,> 10,83,86,86,********
175,male,********,high school,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,77,65,73,********
176,female,********,some high school,free/reduced,none,,never,no,1.0,school_bus,5 - 10,54,65,58,********
177,female,********,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,73,91,89,********
178,male,********,some high school,free/reduced,,married,sometimes,no,3.0,school_bus,> 10,43,42,41,********
179,male,********,associate's degree,standard,completed,single,regularly,yes,2.0,school_bus,> 10,82,71,74,********
180,male,********,some high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,34,50,43,********
181,male,********,associate's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,76,64,61,********
182,male,********,,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,53,63,62,********
183,male,********,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,78,59,65,********
184,male,********,some college,standard,,single,never,no,,,< 5,83,81,74,********
185,male,********,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,58,60,55,********
186,female,********,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,57,62,64,********
187,male,********,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,58,50,46,********
188,female,********,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,31,48,43,********
189,female,********,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,53,57,62,********
190,female,********,bachelor's degree,standard,none,,sometimes,yes,3.0,school_bus,> 10,100,100,100,********
191,male,********,bachelor's degree,free/reduced,,married,regularly,yes,5.0,,5 - 10,91,80,83,********
192,male,********,associate's degree,standard,none,single,never,yes,2.0,school_bus,< 5,77,86,83,********
194,male,********,associate's degree,standard,completed,married,never,yes,0.0,private,< 5,39,31,40,********
195,male,********,associate's degree,standard,completed,married,sometimes,no,4.0,private,< 5,77,70,75,********
196,female,********,master's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,43,63,66,********
197,male,********,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,71,77,65,********
198,female,********,some high school,standard,completed,married,regularly,yes,3.0,private,< 5,70,80,83,********
199,male,********,some college,standard,none,single,never,no,4.0,,< 5,62,63,56,********
200,female,********,bachelor's degree,free/reduced,none,single,sometimes,yes,,school_bus,5 - 10,54,62,65,********
201,male,********,,standard,completed,married,never,no,7.0,school_bus,< 5,75,75,75,********
202,male,********,some college,standard,none,married,sometimes,yes,1.0,private,> 10,35,35,30,********
203,male,********,some high school,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,64,56,52,********
204,female,********,some college,standard,none,married,regularly,yes,0.0,school_bus,< 5,62,83,83,********
205,female,********,,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,81,84,77,********
207,female,********,some college,free/reduced,completed,married,sometimes,no,,school_bus,< 5,72,79,89,********
209,female,********,,standard,none,single,regularly,yes,7.0,school_bus,< 5,67,67,68,********
210,male,********,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,,81,77,76,********
211,female,********,high school,free/reduced,completed,divorced,regularly,no,3.0,school_bus,5 - 10,51,70,67,********
212,female,********,some high school,standard,none,,regularly,no,4.0,private,5 - 10,83,91,87,********
213,male,********,master's degree,standard,,single,sometimes,yes,3.0,school_bus,5 - 10,95,94,90,********
214,female,********,some high school,standard,,single,regularly,no,2.0,private,5 - 10,41,49,50,********
215,male,********,high school,standard,none,single,sometimes,no,4.0,private,5 - 10,67,70,70,********
216,female,********,associate's degree,free/reduced,none,married,never,yes,3.0,private,< 5,46,55,54,********
217,male,********,some high school,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,83,78,82,********
218,male,********,associate's degree,free/reduced,none,married,regularly,yes,1.0,,< 5,67,74,68,********
219,female,********,master's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,91,100,100,********
220,male,********,high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,73,69,67,********
221,female,********,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,5 - 10,71,68,79,********
222,male,********,some high school,free/reduced,,married,regularly,yes,4.0,private,> 10,63,63,60,********
223,female,********,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,58,66,66,********
224,male,********,high school,standard,completed,married,never,no,3.0,private,5 - 10,87,71,78,********
225,female,********,some college,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,30,46,44,********
226,female,********,high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,82,99,98,********
227,male,********,bachelor's degree,standard,none,single,regularly,no,2.0,school_bus,> 10,61,69,60,********
228,male,********,bachelor's degree,standard,none,single,sometimes,yes,2.0,school_bus,< 5,68,67,63,********
229,female,********,bachelor's degree,standard,completed,divorced,sometimes,no,4.0,private,5 - 10,58,64,63,********
230,female,********,some college,standard,none,divorced,sometimes,no,4.0,private,5 - 10,82,90,88,********
231,female,********,associate's degree,standard,none,single,sometimes,yes,2.0,private,< 5,59,76,72,********
232,female,********,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,0.0,,> 10,52,61,64,********
233,male,********,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,61,63,********
234,male,********,associate's degree,free/reduced,none,,sometimes,yes,3.0,school_bus,5 - 10,66,61,58,********
235,male,********,master's degree,standard,,married,sometimes,yes,1.0,school_bus,5 - 10,82,77,81,********
237,male,********,high school,standard,none,single,sometimes,no,1.0,,5 - 10,67,64,56,********
238,male,********,bachelor's degree,standard,none,single,regularly,,2.0,school_bus,> 10,84,74,71,********
239,male,********,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,50,47,54,********
240,female,********,associate's degree,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,65,76,77,********
241,female,********,some high school,standard,completed,divorced,regularly,yes,1.0,private,> 10,84,87,95,********
242,female,********,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,62,65,62,********
243,female,********,high school,standard,,married,sometimes,yes,6.0,private,> 10,71,78,76,********
244,female,********,master's degree,standard,completed,widowed,regularly,yes,2.0,private,5 - 10,82,96,100,********
245,female,********,associate's degree,free/reduced,completed,divorced,sometimes,no,2.0,private,< 5,54,63,64,********
246,female,********,associate's degree,standard,none,married,regularly,yes,2.0,private,> 10,58,56,58,********
247,female,********,,standard,completed,married,regularly,no,3.0,,5 - 10,86,100,100,********
248,male,********,associate's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,31,35,30,********
249,female,********,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,> 10,53,59,58,********
250,male,********,high school,standard,completed,married,sometimes,yes,1.0,,< 5,73,57,60,********
251,female,********,some college,free/reduced,none,single,never,yes,0.0,school_bus,< 5,30,49,46,********
252,female,********,,free/reduced,none,married,regularly,yes,1.0,private,5 - 10,75,92,93,********
253,female,********,associate's degree,standard,,divorced,regularly,yes,4.0,school_bus,5 - 10,78,80,73,********
255,male,********,some college,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,60,62,56,********
256,male,********,master's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,72,61,66,********
257,female,********,some high school,standard,none,married,sometimes,yes,0.0,school_bus,,62,69,68,********
259,male,********,some college,standard,,married,never,no,1.0,,> 10,75,70,67,********
260,female,********,high school,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,89,96,95,********
261,female,********,some high school,free/reduced,completed,married,regularly,yes,0.0,private,< 5,53,71,68,********
262,male,********,,standard,completed,married,regularly,no,2.0,private,5 - 10,98,93,85,********
264,female,********,,standard,completed,single,regularly,no,4.0,private,5 - 10,78,88,89,********
265,female,********,,free/reduced,none,single,sometimes,yes,3.0,private,> 10,36,52,56,********
266,female,********,bachelor's degree,standard,none,single,sometimes,yes,0.0,private,< 5,57,68,74,********
267,female,********,some high school,standard,completed,single,never,no,1.0,school_bus,5 - 10,63,72,74,********
268,female,********,high school,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,81,93,91,********
269,male,********,bachelor's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,98,86,88,********
270,female,********,high school,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,49,63,68,********
271,female,********,bachelor's degree,standard,none,single,never,no,2.0,,5 - 10,43,56,50,********
272,male,********,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,48,50,44,********
273,female,********,some high school,standard,none,divorced,regularly,no,1.0,school_bus,< 5,72,68,68,********
275,male,********,associate's degree,standard,none,married,regularly,yes,6.0,private,5 - 10,100,91,86,********
276,male,********,master's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,32,35,32,********
277,female,********,associate's degree,standard,none,married,regularly,yes,1.0,,< 5,42,52,56,********
278,female,********,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,< 5,67,81,78,********
279,male,********,,standard,completed,divorced,sometimes,yes,1.0,private,> 10,91,80,78,********
280,female,********,some high school,standard,none,single,sometimes,yes,0.0,school_bus,> 10,70,65,72,********
281,female,********,associate's degree,standard,completed,married,sometimes,,1.0,school_bus,5 - 10,88,96,98,********
282,female,********,associate's degree,free/reduced,none,single,sometimes,yes,0.0,school_bus,5 - 10,64,75,75,********
283,female,********,master's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,55,61,58,********
284,male,********,some high school,free/reduced,,married,sometimes,yes,5.0,private,< 5,70,73,67,********
285,male,********,some high school,standard,none,single,regularly,yes,3.0,private,5 - 10,66,63,59,********
286,female,********,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,65,79,70,********
287,female,********,bachelor's degree,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,70,64,70,********
288,male,********,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,93,92,85,********
289,female,********,,standard,completed,married,regularly,no,,school_bus,> 10,56,54,57,********
290,male,********,associate's degree,standard,none,married,never,no,1.0,school_bus,> 10,64,58,53,********
291,male,********,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,63,59,59,********
292,female,********,associate's degree,standard,none,divorced,never,yes,2.0,school_bus,> 10,60,78,74,********
293,female,********,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,61,67,62,********
294,female,********,master's degree,free/reduced,none,married,never,yes,2.0,school_bus,> 10,82,93,94,********
295,female,********,high school,free/reduced,completed,single,sometimes,yes,0.0,school_bus,< 5,64,86,80,********
296,male,********,some high school,free/reduced,none,married,sometimes,no,3.0,,5 - 10,64,58,55,********
297,female,********,some college,free/reduced,none,married,sometimes,yes,0.0,private,,66,88,81,********
298,female,********,associate's degree,free/reduced,,single,never,no,1.0,school_bus,5 - 10,50,60,68,********
299,male,********,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,64,71,67,********
300,female,********,some college,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,50,60,61,********
301,male,********,,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,79,66,65,********
302,male,********,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,76,74,62,********
303,male,********,some high school,free/reduced,completed,married,sometimes,,4.0,school_bus,5 - 10,80,82,79,********
304,female,********,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,,38,55,57,********
305,female,********,bachelor's degree,free/reduced,none,married,never,yes,2.0,school_bus,< 5,59,70,67,********
306,female,********,,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,48,48,60,********
307,male,********,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,62,55,********
308,female,********,some high school,standard,completed,married,never,,2.0,school_bus,5 - 10,60,66,67,********
311,female,********,bachelor's degree,standard,none,married,regularly,no,7.0,school_bus,5 - 10,94,95,93,********
312,male,********,,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,51,55,54,********
313,female,********,some college,free/reduced,none,single,sometimes,yes,0.0,,< 5,56,67,66,********
314,male,********,some high school,standard,completed,divorced,,yes,1.0,,5 - 10,74,65,64,********
315,female,********,associate's degree,standard,completed,single,regularly,yes,4.0,private,> 10,83,91,99,********
317,male,********,,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,57,53,43,********
318,female,********,some college,standard,completed,married,sometimes,yes,3.0,private,< 5,74,89,90,********
319,female,********,high school,free/reduced,,married,sometimes,yes,2.0,school_bus,> 10,75,89,87,********
320,male,********,,standard,none,single,never,no,1.0,private,5 - 10,83,82,82,********
321,female,********,some college,free/reduced,,married,regularly,yes,2.0,school_bus,< 5,52,59,61,********
322,female,********,some high school,standard,completed,married,regularly,yes,,school_bus,5 - 10,93,100,100,********
323,male,********,,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,56,62,54,********
324,male,********,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,82,78,73,********
325,female,********,bachelor's degree,free/reduced,completed,married,regularly,,3.0,private,< 5,73,85,90,********
326,male,********,associate's degree,free/reduced,completed,divorced,sometimes,,0.0,private,> 10,76,80,82,********
327,female,********,some high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,49,62,52,********
328,female,********,some college,standard,completed,married,sometimes,yes,0.0,,< 5,63,80,78,********
329,female,********,,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,68,71,77,********
330,male,********,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,71,67,68,********
331,female,********,high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,38,51,50,********
332,male,********,master's degree,standard,completed,married,regularly,yes,0.0,private,> 10,77,80,80,********
333,male,********,some high school,free/reduced,completed,married,never,yes,5.0,school_bus,> 10,44,49,53,********
334,female,********,high school,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,63,80,68,********
335,male,********,some high school,standard,,married,sometimes,no,1.0,school_bus,5 - 10,69,65,58,********
336,female,********,some college,standard,none,married,sometimes,yes,3.0,private,> 10,55,61,65,********
337,male,********,some college,free/reduced,none,widowed,sometimes,no,3.0,,5 - 10,85,90,84,********
338,male,********,master's degree,free/reduced,completed,married,never,yes,,school_bus,5 - 10,59,65,63,********
339,female,********,some college,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,66,78,77,********
340,female,********,associate's degree,standard,none,divorced,regularly,yes,1.0,private,> 10,83,87,85,********
341,male,********,,free/reduced,none,married,never,no,1.0,private,< 5,51,57,50,********
342,female,********,some high school,free/reduced,,married,sometimes,yes,5.0,school_bus,5 - 10,66,84,74,********
